gene_callers_id	contig
5058	qb307082014_I_scaffold_86
5059	qb307082014_I_scaffold_86
5060	qb307082014_I_scaffold_86
5061	qb307082014_I_scaffold_86
5062	qb307082014_I_scaffold_86
5063	qb307082014_I_scaffold_86
5064	qb307082014_I_scaffold_86
5065	qb307082014_I_scaffold_86
5066	qb307082014_I_scaffold_86
5067	qb307082014_I_scaffold_86
5068	qb307082014_I_scaffold_86
5069	qb307082014_I_scaffold_86
5070	qb307082014_I_scaffold_86
5071	qb307082014_I_scaffold_1056
5072	qb307082014_I_scaffold_1056
5073	qb307082014_I_scaffold_1056
5074	qb307082014_I_scaffold_1186
5075	qb307082014_I_scaffold_1186
5076	qb307082014_I_scaffold_137
5077	qb307082014_I_scaffold_137
5078	qb307082014_I_scaffold_137
5079	qb307082014_I_scaffold_137
5080	qb307082014_I_scaffold_137
5081	qb307082014_I_scaffold_137
5082	qb307082014_I_scaffold_137
5083	qb307082014_I_scaffold_137
5084	qb307082014_I_scaffold_137
5085	qb307082014_I_scaffold_137
5086	qb307082014_I_scaffold_137
5087	qb307082014_I_scaffold_137
5088	qb307082014_I_scaffold_137
5089	qb307082014_I_scaffold_137
5090	qb307082014_I_scaffold_137
5091	qb307082014_I_scaffold_137
5092	qb307082014_I_scaffold_137
5093	qb307082014_I_scaffold_137
5094	qb307082014_I_scaffold_137
5095	qb307082014_I_scaffold_1602
5096	qb307082014_I_scaffold_1602
5097	qb307082014_I_scaffold_1602
5098	qb307082014_I_scaffold_198
5099	qb307082014_I_scaffold_198
5100	qb307082014_I_scaffold_198
5101	qb307082014_I_scaffold_198
5102	qb307082014_I_scaffold_198
5103	qb307082014_I_scaffold_198
5104	qb307082014_I_scaffold_198
5105	qb307082014_I_scaffold_198
5106	qb307082014_I_scaffold_198
5107	qb307082014_I_scaffold_198
5108	qb307082014_I_scaffold_198
5109	qb307082014_I_scaffold_198
5110	qb307082014_I_scaffold_198
5111	qb307082014_I_scaffold_198
5112	qb307082014_I_scaffold_198
5113	qb307082014_I_scaffold_198
5114	qb307082014_I_scaffold_198
5115	qb307082014_I_scaffold_198
5116	qb307082014_I_scaffold_250
5117	qb307082014_I_scaffold_250
5118	qb307082014_I_scaffold_250
5119	qb307082014_I_scaffold_250
5120	qb307082014_I_scaffold_250
5121	qb307082014_I_scaffold_250
5122	qb307082014_I_scaffold_250
5123	qb307082014_I_scaffold_250
5124	qb307082014_I_scaffold_250
5125	qb307082014_I_scaffold_304
5126	qb307082014_I_scaffold_304
5127	qb307082014_I_scaffold_304
5128	qb307082014_I_scaffold_304
5129	qb307082014_I_scaffold_304
5130	qb307082014_I_scaffold_304
5131	qb307082014_I_scaffold_382
5132	qb307082014_I_scaffold_382
5133	qb307082014_I_scaffold_382
5134	qb307082014_I_scaffold_382
5135	qb307082014_I_scaffold_382
5136	qb307082014_I_scaffold_382
5137	qb307082014_I_scaffold_382
5138	qb307082014_I_scaffold_382
5139	qb307082014_I_scaffold_382
5140	qb307082014_I_scaffold_50
5141	qb307082014_I_scaffold_50
5142	qb307082014_I_scaffold_50
5143	qb307082014_I_scaffold_50
5144	qb307082014_I_scaffold_50
5145	qb307082014_I_scaffold_50
5146	qb307082014_I_scaffold_50
5147	qb307082014_I_scaffold_50
5148	qb307082014_I_scaffold_50
5149	qb307082014_I_scaffold_50
5150	qb307082014_I_scaffold_50
5151	qb307082014_I_scaffold_50
5152	qb307082014_I_scaffold_50
5153	qb307082014_I_scaffold_50
5154	qb307082014_I_scaffold_50
5155	qb307082014_I_scaffold_50
5156	qb307082014_I_scaffold_50
5157	qb307082014_I_scaffold_50
5158	qb307082014_I_scaffold_50
5159	qb307082014_I_scaffold_50
5160	qb307082014_I_scaffold_50
5161	qb307082014_I_scaffold_50
5162	qb307082014_I_scaffold_50
5163	qb307082014_I_scaffold_50
5164	qb307082014_I_scaffold_50
5165	qb307082014_I_scaffold_50
5166	qb307082014_I_scaffold_50
5167	qb307082014_I_scaffold_50
5168	qb307082014_I_scaffold_50
5169	qb307082014_I_scaffold_50
5170	qb307082014_I_scaffold_50
5171	qb307082014_I_scaffold_50
5172	qb307082014_I_scaffold_50
5173	qb307082014_I_scaffold_50
5174	qb307082014_I_scaffold_50
5175	qb307082014_I_scaffold_50
5176	qb307082014_I_scaffold_50
5177	qb307082014_I_scaffold_50
5178	qb307082014_I_scaffold_50
5179	qb307082014_I_scaffold_50
5180	qb307082014_I_scaffold_50
5181	qb307082014_I_scaffold_50
5182	qb307082014_I_scaffold_50
5183	qb307082014_I_scaffold_50
5184	qb307082014_I_scaffold_50
5185	qb307082014_I_scaffold_50
5186	qb307082014_I_scaffold_50
5187	qb307082014_I_scaffold_50
5188	qb307082014_I_scaffold_50
5189	qb307082014_I_scaffold_50
5190	qb307082014_I_scaffold_50
5191	qb307082014_I_scaffold_50
5192	qb307082014_I_scaffold_50
5193	qb307082014_I_scaffold_50
5194	qb307082014_I_scaffold_50
5195	qb307082014_I_scaffold_50
5196	qb307082014_I_scaffold_50
5197	qb307082014_I_scaffold_50
5198	qb307082014_I_scaffold_50
5199	qb307082014_I_scaffold_50
5200	qb307082014_I_scaffold_50
5201	qb307082014_I_scaffold_50
5202	qb307082014_I_scaffold_50
5203	qb307082014_I_scaffold_50
5204	qb307082014_I_scaffold_50
5205	qb307082014_I_scaffold_50
5206	qb307082014_I_scaffold_50
5207	qb307082014_I_scaffold_50
5208	qb307082014_I_scaffold_50
5209	qb307082014_I_scaffold_50
5210	qb307082014_I_scaffold_50
5211	qb307082014_I_scaffold_50
5212	qb307082014_I_scaffold_50
5213	qb307082014_I_scaffold_50
5214	qb307082014_I_scaffold_50
5215	qb307082014_I_scaffold_50
5216	qb307082014_I_scaffold_50
5217	qb307082014_I_scaffold_50
5218	qb307082014_I_scaffold_50
5219	qb307082014_I_scaffold_50
5220	qb307082014_I_scaffold_50
5221	qb307082014_I_scaffold_50
5222	qb307082014_I_scaffold_50
5223	qb307082014_I_scaffold_50
5224	qb307082014_I_scaffold_50
5225	qb307082014_I_scaffold_50
5226	qb307082014_I_scaffold_50
5227	qb307082014_I_scaffold_50
5228	qb307082014_I_scaffold_50
5229	qb307082014_I_scaffold_50
5230	qb307082014_I_scaffold_50
5231	qb307082014_I_scaffold_50
5232	qb307082014_I_scaffold_50
5233	qb307082014_I_scaffold_50
5234	qb307082014_I_scaffold_50
5235	qb307082014_I_scaffold_50
5236	qb307082014_I_scaffold_50
5237	qb307082014_I_scaffold_50
5238	qb307082014_I_scaffold_50
5239	qb307082014_I_scaffold_50
5240	qb307082014_I_scaffold_50
5241	qb307082014_I_scaffold_50
5242	qb307082014_I_scaffold_50
5243	qb307082014_I_scaffold_50
5244	qb307082014_I_scaffold_50
5245	qb307082014_I_scaffold_50
5246	qb307082014_I_scaffold_617
5247	qb307082014_I_scaffold_617
5248	qb307082014_I_scaffold_617
5249	qb307082014_I_scaffold_617
5250	qb307082014_I_scaffold_725
5251	qb307082014_I_scaffold_725
5252	qb307082014_I_scaffold_725
5253	qb307082014_I_scaffold_725
5254	qb307082014_I_scaffold_725
5255	qb307082014_I_scaffold_81
5256	qb307082014_I_scaffold_81
5257	qb307082014_I_scaffold_81
5258	qb307082014_I_scaffold_81
5259	qb307082014_I_scaffold_81
5260	qb307082014_I_scaffold_81
5261	qb307082014_I_scaffold_81
5262	qb307082014_I_scaffold_81
5263	qb307082014_I_scaffold_81
5264	qb307082014_I_scaffold_81
5265	qb307082014_I_scaffold_81
5266	qb307082014_I_scaffold_81
5267	qb307082014_I_scaffold_81
5268	qb307082014_I_scaffold_81
5269	qb307082014_I_scaffold_81
5270	qb307082014_I_scaffold_81
5271	qb307082014_I_scaffold_81
5272	qb307082014_I_scaffold_81
5273	qb307082014_I_scaffold_81
5274	qb307082014_I_scaffold_81
5275	qb307082014_I_scaffold_81
5276	qb307082014_I_scaffold_81
5277	qb307082014_I_scaffold_81
5278	qb307082014_I_scaffold_81
5279	qb307082014_I_scaffold_81
5280	qb307082014_I_scaffold_81
5281	qb307082014_I_scaffold_81
5282	qb307082014_I_scaffold_81
5283	qb307082014_I_scaffold_81
5284	qb307082014_I_scaffold_81
5285	qb307082014_I_scaffold_81
5286	qb307082014_I_scaffold_81
5287	qb307082014_I_scaffold_81
5288	qb307082014_I_scaffold_81
5289	qb307082014_I_scaffold_81
5290	qb307082014_I_scaffold_81
5291	qb307082014_I_scaffold_955
5292	qb307082014_I_scaffold_955
5293	qb307082014_I_scaffold_955
5294	qb307082014_I_scaffold_955
5295	qb307082014_I_scaffold_955
5296	qb307082014_I_scaffold_955
5297	qb307082014_I_scaffold_955
5298	qb307082014_I_scaffold_955
5299	qb307082014_I_scaffold_1123
5300	qb307082014_I_scaffold_139
5301	qb307082014_I_scaffold_139
5302	qb307082014_I_scaffold_139
5303	qb307082014_I_scaffold_139
5304	qb307082014_I_scaffold_139
5305	qb307082014_I_scaffold_139
5306	qb307082014_I_scaffold_139
5307	qb307082014_I_scaffold_139
5308	qb307082014_I_scaffold_139
5309	qb307082014_I_scaffold_139
5310	qb307082014_I_scaffold_139
5311	qb307082014_I_scaffold_139
5312	qb307082014_I_scaffold_139
5313	qb307082014_I_scaffold_139
5314	qb307082014_I_scaffold_139
5315	qb307082014_I_scaffold_139
5316	qb307082014_I_scaffold_139
5317	qb307082014_I_scaffold_139
5318	qb307082014_I_scaffold_187
5319	qb307082014_I_scaffold_187
5320	qb307082014_I_scaffold_187
5321	qb307082014_I_scaffold_187
5322	qb307082014_I_scaffold_187
5323	qb307082014_I_scaffold_187
5324	qb307082014_I_scaffold_187
5325	qb307082014_I_scaffold_187
5326	qb307082014_I_scaffold_187
5327	qb307082014_I_scaffold_187
5328	qb307082014_I_scaffold_187
5329	qb307082014_I_scaffold_187
5330	qb307082014_I_scaffold_187
5331	qb307082014_I_scaffold_312
5332	qb307082014_I_scaffold_312
5333	qb307082014_I_scaffold_312
5334	qb307082014_I_scaffold_312
5335	qb307082014_I_scaffold_312
5336	qb307082014_I_scaffold_312
5337	qb307082014_I_scaffold_476
5338	qb307082014_I_scaffold_476
5339	qb307082014_I_scaffold_476
5340	qb307082014_I_scaffold_476
5341	qb307082014_I_scaffold_476
5342	qb307082014_I_scaffold_476
5343	qb307082014_I_scaffold_596
5344	qb307082014_I_scaffold_596
5345	qb307082014_I_scaffold_596
5346	qb307082014_I_scaffold_82
5347	qb307082014_I_scaffold_82
5348	qb307082014_I_scaffold_82
5349	qb307082014_I_scaffold_82
5350	qb307082014_I_scaffold_82
5351	qb307082014_I_scaffold_82
5352	qb307082014_I_scaffold_82
5353	qb307082014_I_scaffold_82
5354	qb307082014_I_scaffold_82
5355	qb307082014_I_scaffold_82
5356	qb307082014_I_scaffold_82
5357	qb307082014_I_scaffold_82
5358	qb307082014_I_scaffold_82
5359	qb307082014_I_scaffold_82
5360	qb307082014_I_scaffold_82
5361	qb307082014_I_scaffold_82
5362	qb307082014_I_scaffold_82
5363	qb307082014_I_scaffold_82
5364	qb307082014_I_scaffold_82
5365	qb307082014_I_scaffold_82
5366	qb307082014_I_scaffold_82
5367	qb307082014_I_scaffold_82
5368	qb307082014_I_scaffold_82
5369	qb307082014_I_scaffold_82
5370	qb307082014_I_scaffold_82
5371	qb307082014_I_scaffold_82
5372	qb307082014_I_scaffold_82
5373	qb307082014_I_scaffold_82
5374	qb307082014_I_scaffold_82
5375	qb307082014_I_scaffold_82
5376	qb307082014_I_scaffold_82
5377	qb307082014_I_scaffold_82
5378	qb307082014_I_scaffold_82
5379	qb307082014_I_scaffold_82
5380	qb307082014_I_scaffold_82
5381	qb307082014_I_scaffold_82
5382	qb307082014_I_scaffold_82
5383	qb307082014_I_scaffold_82
5384	qb307082014_I_scaffold_97
5385	qb307082014_I_scaffold_97
5386	qb307082014_I_scaffold_97
5387	qb307082014_I_scaffold_97
5388	qb307082014_I_scaffold_97
5389	qb307082014_I_scaffold_97
5390	qb307082014_I_scaffold_97
5391	qb307082014_I_scaffold_97
5392	qb307082014_I_scaffold_97
5393	qb307082014_I_scaffold_97
5394	qb307082014_I_scaffold_97
5395	qb307082014_I_scaffold_97
5396	qb307082014_I_scaffold_97
5397	qb307082014_I_scaffold_97
5398	qb307082014_I_scaffold_97
5399	qb307082014_I_scaffold_97
5400	qb307082014_I_scaffold_97
5401	qb307082014_I_scaffold_97
5402	qb307082014_I_scaffold_97
5403	qb307082014_I_scaffold_97
5404	qb307082014_I_scaffold_97
5405	qb307082014_I_scaffold_97
5406	qb307082014_I_scaffold_97
5407	qb307082014_I_scaffold_97
5408	qb307082014_I_scaffold_97
5409	qb307082014_I_scaffold_97
5410	qb307082014_I_scaffold_97
5411	qb307082014_I_scaffold_97
5412	qb307082014_I_scaffold_97
5413	qb307082014_I_scaffold_97
5414	qb307082014_I_scaffold_1011
5415	qb307082014_I_scaffold_1011
5416	qb307082014_I_scaffold_1028
5417	qb307082014_I_scaffold_1028
5418	qb307082014_I_scaffold_104
5419	qb307082014_I_scaffold_104
5420	qb307082014_I_scaffold_104
5421	qb307082014_I_scaffold_104
5422	qb307082014_I_scaffold_104
5423	qb307082014_I_scaffold_104
5424	qb307082014_I_scaffold_104
5425	qb307082014_I_scaffold_104
5426	qb307082014_I_scaffold_104
5427	qb307082014_I_scaffold_104
5428	qb307082014_I_scaffold_104
5429	qb307082014_I_scaffold_104
5430	qb307082014_I_scaffold_104
5431	qb307082014_I_scaffold_104
5432	qb307082014_I_scaffold_104
5433	qb307082014_I_scaffold_104
5434	qb307082014_I_scaffold_104
5435	qb307082014_I_scaffold_104
5436	qb307082014_I_scaffold_104
5437	qb307082014_I_scaffold_104
5438	qb307082014_I_scaffold_104
5439	qb307082014_I_scaffold_104
5440	qb307082014_I_scaffold_104
5441	qb307082014_I_scaffold_104
5442	qb307082014_I_scaffold_104
5443	qb307082014_I_scaffold_104
5444	qb307082014_I_scaffold_104
5445	qb307082014_I_scaffold_104
5446	qb307082014_I_scaffold_104
5447	qb307082014_I_scaffold_1053
5448	qb307082014_I_scaffold_1072
5449	qb307082014_I_scaffold_1072
5450	qb307082014_I_scaffold_1086
5451	qb307082014_I_scaffold_1086
5452	qb307082014_I_scaffold_1086
5453	qb307082014_I_scaffold_1086
5454	qb307082014_I_scaffold_1100
5455	qb307082014_I_scaffold_1100
5456	qb307082014_I_scaffold_1125
5457	qb307082014_I_scaffold_1145
5458	qb307082014_I_scaffold_1145
5459	qb307082014_I_scaffold_1162
5460	qb307082014_I_scaffold_1162
5461	qb307082014_I_scaffold_1178
5462	qb307082014_I_scaffold_1197
5463	qb307082014_I_scaffold_1197
5464	qb307082014_I_scaffold_1214
5465	qb307082014_I_scaffold_1214
5466	qb307082014_I_scaffold_1237
5467	qb307082014_I_scaffold_1237
5468	qb307082014_I_scaffold_1257
5469	qb307082014_I_scaffold_1257
5470	qb307082014_I_scaffold_1274
5471	qb307082014_I_scaffold_1274
5472	qb307082014_I_scaffold_1303
5473	qb307082014_I_scaffold_143
5474	qb307082014_I_scaffold_143
5475	qb307082014_I_scaffold_143
5476	qb307082014_I_scaffold_143
5477	qb307082014_I_scaffold_143
5478	qb307082014_I_scaffold_143
5479	qb307082014_I_scaffold_143
5480	qb307082014_I_scaffold_143
5481	qb307082014_I_scaffold_143
5482	qb307082014_I_scaffold_143
5483	qb307082014_I_scaffold_143
5484	qb307082014_I_scaffold_143
5485	qb307082014_I_scaffold_143
5486	qb307082014_I_scaffold_143
5487	qb307082014_I_scaffold_143
5488	qb307082014_I_scaffold_143
5489	qb307082014_I_scaffold_143
5490	qb307082014_I_scaffold_143
5491	qb307082014_I_scaffold_143
5492	qb307082014_I_scaffold_169
5493	qb307082014_I_scaffold_169
5494	qb307082014_I_scaffold_169
5495	qb307082014_I_scaffold_169
5496	qb307082014_I_scaffold_169
5497	qb307082014_I_scaffold_169
5498	qb307082014_I_scaffold_169
5499	qb307082014_I_scaffold_169
5500	qb307082014_I_scaffold_169
5501	qb307082014_I_scaffold_169
5502	qb307082014_I_scaffold_169
5503	qb307082014_I_scaffold_169
5504	qb307082014_I_scaffold_192
5505	qb307082014_I_scaffold_192
5506	qb307082014_I_scaffold_192
5507	qb307082014_I_scaffold_192
5508	qb307082014_I_scaffold_192
5509	qb307082014_I_scaffold_192
5510	qb307082014_I_scaffold_192
5511	qb307082014_I_scaffold_192
5512	qb307082014_I_scaffold_192
5513	qb307082014_I_scaffold_192
5514	qb307082014_I_scaffold_192
5515	qb307082014_I_scaffold_192
5516	qb307082014_I_scaffold_192
5517	qb307082014_I_scaffold_192
5518	qb307082014_I_scaffold_192
5519	qb307082014_I_scaffold_192
5520	qb307082014_I_scaffold_192
5521	qb307082014_I_scaffold_211
5522	qb307082014_I_scaffold_211
5523	qb307082014_I_scaffold_211
5524	qb307082014_I_scaffold_211
5525	qb307082014_I_scaffold_211
5526	qb307082014_I_scaffold_211
5527	qb307082014_I_scaffold_211
5528	qb307082014_I_scaffold_211
5529	qb307082014_I_scaffold_211
5530	qb307082014_I_scaffold_211
5531	qb307082014_I_scaffold_211
5532	qb307082014_I_scaffold_211
5533	qb307082014_I_scaffold_211
5534	qb307082014_I_scaffold_211
5535	qb307082014_I_scaffold_225
5536	qb307082014_I_scaffold_225
5537	qb307082014_I_scaffold_225
5538	qb307082014_I_scaffold_225
5539	qb307082014_I_scaffold_225
5540	qb307082014_I_scaffold_225
5541	qb307082014_I_scaffold_225
5542	qb307082014_I_scaffold_225
5543	qb307082014_I_scaffold_225
5544	qb307082014_I_scaffold_225
5545	qb307082014_I_scaffold_241
5546	qb307082014_I_scaffold_241
5547	qb307082014_I_scaffold_241
5548	qb307082014_I_scaffold_241
5549	qb307082014_I_scaffold_241
5550	qb307082014_I_scaffold_241
5551	qb307082014_I_scaffold_241
5552	qb307082014_I_scaffold_241
5553	qb307082014_I_scaffold_260
5554	qb307082014_I_scaffold_260
5555	qb307082014_I_scaffold_260
5556	qb307082014_I_scaffold_260
5557	qb307082014_I_scaffold_260
5558	qb307082014_I_scaffold_260
5559	qb307082014_I_scaffold_260
5560	qb307082014_I_scaffold_260
5561	qb307082014_I_scaffold_260
5562	qb307082014_I_scaffold_260
5563	qb307082014_I_scaffold_260
5564	qb307082014_I_scaffold_272
5565	qb307082014_I_scaffold_272
5566	qb307082014_I_scaffold_272
5567	qb307082014_I_scaffold_272
5568	qb307082014_I_scaffold_272
5569	qb307082014_I_scaffold_272
5570	qb307082014_I_scaffold_272
5571	qb307082014_I_scaffold_272
5572	qb307082014_I_scaffold_272
5573	qb307082014_I_scaffold_288
5574	qb307082014_I_scaffold_288
5575	qb307082014_I_scaffold_288
5576	qb307082014_I_scaffold_288
5577	qb307082014_I_scaffold_288
5578	qb307082014_I_scaffold_288
5579	qb307082014_I_scaffold_288
5580	qb307082014_I_scaffold_288
5581	qb307082014_I_scaffold_302
5582	qb307082014_I_scaffold_302
5583	qb307082014_I_scaffold_302
5584	qb307082014_I_scaffold_302
5585	qb307082014_I_scaffold_302
5586	qb307082014_I_scaffold_302
5587	qb307082014_I_scaffold_302
5588	qb307082014_I_scaffold_302
5589	qb307082014_I_scaffold_317
5590	qb307082014_I_scaffold_317
5591	qb307082014_I_scaffold_317
5592	qb307082014_I_scaffold_317
5593	qb307082014_I_scaffold_317
5594	qb307082014_I_scaffold_317
5595	qb307082014_I_scaffold_332
5596	qb307082014_I_scaffold_332
5597	qb307082014_I_scaffold_332
5598	qb307082014_I_scaffold_332
5599	qb307082014_I_scaffold_332
5600	qb307082014_I_scaffold_332
5601	qb307082014_I_scaffold_332
5602	qb307082014_I_scaffold_344
5603	qb307082014_I_scaffold_344
5604	qb307082014_I_scaffold_344
5605	qb307082014_I_scaffold_344
5606	qb307082014_I_scaffold_344
5607	qb307082014_I_scaffold_344
5608	qb307082014_I_scaffold_358
5609	qb307082014_I_scaffold_358
5610	qb307082014_I_scaffold_358
5611	qb307082014_I_scaffold_358
5612	qb307082014_I_scaffold_358
5613	qb307082014_I_scaffold_358
5614	qb307082014_I_scaffold_372
5615	qb307082014_I_scaffold_372
5616	qb307082014_I_scaffold_372
5617	qb307082014_I_scaffold_372
5618	qb307082014_I_scaffold_372
5619	qb307082014_I_scaffold_386
5620	qb307082014_I_scaffold_386
5621	qb307082014_I_scaffold_386
5622	qb307082014_I_scaffold_386
5623	qb307082014_I_scaffold_386
5624	qb307082014_I_scaffold_386
5625	qb307082014_I_scaffold_398
5626	qb307082014_I_scaffold_398
5627	qb307082014_I_scaffold_398
5628	qb307082014_I_scaffold_398
5629	qb307082014_I_scaffold_398
5630	qb307082014_I_scaffold_398
5631	qb307082014_I_scaffold_398
5632	qb307082014_I_scaffold_411
5633	qb307082014_I_scaffold_411
5634	qb307082014_I_scaffold_411
5635	qb307082014_I_scaffold_411
5636	qb307082014_I_scaffold_411
5637	qb307082014_I_scaffold_429
5638	qb307082014_I_scaffold_429
5639	qb307082014_I_scaffold_429
5640	qb307082014_I_scaffold_429
5641	qb307082014_I_scaffold_429
5642	qb307082014_I_scaffold_429
5643	qb307082014_I_scaffold_442
5644	qb307082014_I_scaffold_442
5645	qb307082014_I_scaffold_442
5646	qb307082014_I_scaffold_456
5647	qb307082014_I_scaffold_456
5648	qb307082014_I_scaffold_456
5649	qb307082014_I_scaffold_456
5650	qb307082014_I_scaffold_456
5651	qb307082014_I_scaffold_456
5652	qb307082014_I_scaffold_472
5653	qb307082014_I_scaffold_472
5654	qb307082014_I_scaffold_472
5655	qb307082014_I_scaffold_472
5656	qb307082014_I_scaffold_472
5657	qb307082014_I_scaffold_486
5658	qb307082014_I_scaffold_486
5659	qb307082014_I_scaffold_486
5660	qb307082014_I_scaffold_486
5661	qb307082014_I_scaffold_486
5662	qb307082014_I_scaffold_486
5663	qb307082014_I_scaffold_501
5664	qb307082014_I_scaffold_501
5665	qb307082014_I_scaffold_501
5666	qb307082014_I_scaffold_518
5667	qb307082014_I_scaffold_518
5668	qb307082014_I_scaffold_518
5669	qb307082014_I_scaffold_518
5670	qb307082014_I_scaffold_518
5671	qb307082014_I_scaffold_518
5672	qb307082014_I_scaffold_531
5673	qb307082014_I_scaffold_531
5674	qb307082014_I_scaffold_546
5675	qb307082014_I_scaffold_546
5676	qb307082014_I_scaffold_559
5677	qb307082014_I_scaffold_559
5678	qb307082014_I_scaffold_559
5679	qb307082014_I_scaffold_559
5680	qb307082014_I_scaffold_572
5681	qb307082014_I_scaffold_572
5682	qb307082014_I_scaffold_572
5683	qb307082014_I_scaffold_572
5684	qb307082014_I_scaffold_572
5685	qb307082014_I_scaffold_586
5686	qb307082014_I_scaffold_586
5687	qb307082014_I_scaffold_586
5688	qb307082014_I_scaffold_586
5689	qb307082014_I_scaffold_602
5690	qb307082014_I_scaffold_602
5691	qb307082014_I_scaffold_602
5692	qb307082014_I_scaffold_615
5693	qb307082014_I_scaffold_628
5694	qb307082014_I_scaffold_628
5695	qb307082014_I_scaffold_628
5696	qb307082014_I_scaffold_628
5697	qb307082014_I_scaffold_628
5698	qb307082014_I_scaffold_640
5699	qb307082014_I_scaffold_640
5700	qb307082014_I_scaffold_652
5701	qb307082014_I_scaffold_652
5702	qb307082014_I_scaffold_664
5703	qb307082014_I_scaffold_664
5704	qb307082014_I_scaffold_664
5705	qb307082014_I_scaffold_664
5706	qb307082014_I_scaffold_679
5707	qb307082014_I_scaffold_679
5708	qb307082014_I_scaffold_679
5709	qb307082014_I_scaffold_694
5710	qb307082014_I_scaffold_694
5711	qb307082014_I_scaffold_694
5712	qb307082014_I_scaffold_694
5713	qb307082014_I_scaffold_694
5714	qb307082014_I_scaffold_707
5715	qb307082014_I_scaffold_707
5716	qb307082014_I_scaffold_707
5717	qb307082014_I_scaffold_720
5718	qb307082014_I_scaffold_720
5719	qb307082014_I_scaffold_720
5720	qb307082014_I_scaffold_735
5721	qb307082014_I_scaffold_735
5722	qb307082014_I_scaffold_735
5723	qb307082014_I_scaffold_749
5724	qb307082014_I_scaffold_749
5725	qb307082014_I_scaffold_761
5726	qb307082014_I_scaffold_761
5727	qb307082014_I_scaffold_774
5728	qb307082014_I_scaffold_774
5729	qb307082014_I_scaffold_788
5730	qb307082014_I_scaffold_788
5731	qb307082014_I_scaffold_803
5732	qb307082014_I_scaffold_803
5733	qb307082014_I_scaffold_803
5734	qb307082014_I_scaffold_815
5735	qb307082014_I_scaffold_815
5736	qb307082014_I_scaffold_827
5737	qb307082014_I_scaffold_827
5738	qb307082014_I_scaffold_840
5739	qb307082014_I_scaffold_840
5740	qb307082014_I_scaffold_840
5741	qb307082014_I_scaffold_840
5742	qb307082014_I_scaffold_840
5743	qb307082014_I_scaffold_840
5744	qb307082014_I_scaffold_853
5745	qb307082014_I_scaffold_853
5746	qb307082014_I_scaffold_868
5747	qb307082014_I_scaffold_868
5748	qb307082014_I_scaffold_884
5749	qb307082014_I_scaffold_884
5750	qb307082014_I_scaffold_899
5751	qb307082014_I_scaffold_899
5752	qb307082014_I_scaffold_911
5753	qb307082014_I_scaffold_911
5754	qb307082014_I_scaffold_925
5755	qb307082014_I_scaffold_925
5756	qb307082014_I_scaffold_925
5757	qb307082014_I_scaffold_925
5758	qb307082014_I_scaffold_94
5759	qb307082014_I_scaffold_94
5760	qb307082014_I_scaffold_94
5761	qb307082014_I_scaffold_94
5762	qb307082014_I_scaffold_94
5763	qb307082014_I_scaffold_94
5764	qb307082014_I_scaffold_94
5765	qb307082014_I_scaffold_94
5766	qb307082014_I_scaffold_94
5767	qb307082014_I_scaffold_94
5768	qb307082014_I_scaffold_94
5769	qb307082014_I_scaffold_94
5770	qb307082014_I_scaffold_94
5771	qb307082014_I_scaffold_94
5772	qb307082014_I_scaffold_94
5773	qb307082014_I_scaffold_94
5774	qb307082014_I_scaffold_94
5775	qb307082014_I_scaffold_94
5776	qb307082014_I_scaffold_94
5777	qb307082014_I_scaffold_94
5778	qb307082014_I_scaffold_94
5779	qb307082014_I_scaffold_94
5780	qb307082014_I_scaffold_94
5781	qb307082014_I_scaffold_94
5782	qb307082014_I_scaffold_94
5783	qb307082014_I_scaffold_94
5784	qb307082014_I_scaffold_94
5785	qb307082014_I_scaffold_94
5786	qb307082014_I_scaffold_94
5787	qb307082014_I_scaffold_94
5788	qb307082014_I_scaffold_94
5789	qb307082014_I_scaffold_94
5790	qb307082014_I_scaffold_94
5791	qb307082014_I_scaffold_94
5792	qb307082014_I_scaffold_952
5793	qb307082014_I_scaffold_952
5794	qb307082014_I_scaffold_969
5795	qb307082014_I_scaffold_969
5796	qb307082014_I_scaffold_969
5797	qb307082014_I_scaffold_984
5798	qb307082014_I_scaffold_984
5799	qb307082014_I_scaffold_401
5800	qb307082014_I_scaffold_401
5801	qb307082014_I_scaffold_401
5802	qb307082014_I_scaffold_401
5803	qb307082014_I_scaffold_401
5804	qb307082014_I_scaffold_401
5805	qb307082014_I_scaffold_251
5806	qb307082014_I_scaffold_251
5807	qb307082014_I_scaffold_251
5808	qb307082014_I_scaffold_251
5809	qb307082014_I_scaffold_251
5810	qb307082014_I_scaffold_251
5811	qb307082014_I_scaffold_251
5812	qb307082014_I_scaffold_251
5813	qb307082014_I_scaffold_251
5814	qb307082014_I_scaffold_251
5815	qb307082014_I_scaffold_251
5816	qb307082014_I_scaffold_251
5817	qb307082014_I_scaffold_1069
5818	qb307082014_I_scaffold_1069
5819	qb307082014_I_scaffold_1069
5820	qb307082014_I_scaffold_1129
5821	qb307082014_I_scaffold_1129
5822	qb307082014_I_scaffold_1129
5823	qb307082014_I_scaffold_1190
5824	qb307082014_I_scaffold_1190
5825	qb307082014_I_scaffold_1190
5826	qb307082014_I_scaffold_1217
5827	qb307082014_I_scaffold_1217
5828	qb307082014_I_scaffold_1242
5829	qb307082014_I_scaffold_1282
5830	qb307082014_I_scaffold_1282
5831	qb307082014_I_scaffold_1307
