db_name	gene_callers_id	gene_name	accession	percent_identity	bitscore	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
INFANTGUT	3117	Ribosomal_L16	RS_GCF_000439105.1	95.2	244.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
INFANTGUT	3117	Ribosomal_L16	RS_GCF_900129815.1	96.0	243.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis
INFANTGUT	3117	Ribosomal_L16	RS_GCF_001584565.1	94.4	243.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridium	Clostridium paradoxum
INFANTGUT	3117	Ribosomal_L16	RS_GCF_900103615.1	96.0	243.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia lituseburensis
INFANTGUT	3117	Ribosomal_L16	CONSENSUS	100.0	253.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3136	Ribosomal_S11	RS_GCF_900129815.1	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis
INFANTGUT	3136	Ribosomal_S11	RS_GCF_001299635.1	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3136	Ribosomal_S11	RS_GCF_900243075.1	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000449425.2	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000438845.1	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000808015.1	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter othiniensis
INFANTGUT	3136	Ribosomal_S11	RS_GCF_002251085.2	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia maritimum
INFANTGUT	3136	Ribosomal_S11	GB_GCA_900604495.1	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066495	GCA-900066495 sp900066495
INFANTGUT	3136	Ribosomal_S11	RS_GCF_900114105.1	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
INFANTGUT	3136	Ribosomal_S11	GB_GCA_900545985.1	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066495	GCA-900066495 sp900545985
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000439105.1	99.1	227.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter glycolicus
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000154445.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
INFANTGUT	3136	Ribosomal_S11	GB_GCA_900553485.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter sp900553485
INFANTGUT	3136	Ribosomal_S11	GB_GCA_900540355.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter sp900540355
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000498755.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides mangenotii
INFANTGUT	3136	Ribosomal_S11	GB_GCA_002390935.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides sp002390935
INFANTGUT	3136	Ribosomal_S11	GB_GCA_000953675.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000687955.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides mangenotii
INFANTGUT	3136	Ribosomal_S11	GB_GCA_900066925.1	98.3	226.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066935	GCA-900066935 sp900066925
INFANTGUT	3136	Ribosomal_S11	RS_GCF_000381525.1	97.4	225.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
INFANTGUT	3136	Ribosomal_S11	CONSENSUS	100.0	228.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	None	None
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000759775.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000208585.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp000208585
INFANTGUT	14401	Ribosomal_S8	RS_GCF_004211955.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp004211955
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000252995.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori
INFANTGUT	14401	Ribosomal_S8	RS_GCF_002900365.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae
INFANTGUT	14401	Ribosomal_S8	RS_GCF_001660175.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp001660175
INFANTGUT	14401	Ribosomal_S8	RS_GCF_002950215.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia flexneri
INFANTGUT	14401	Ribosomal_S8	RS_GCF_900460855.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000026325.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14401	Ribosomal_S8	RS_GCF_005843885.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp005843885
INFANTGUT	14401	Ribosomal_S8	RS_GCF_003018335.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000026225.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
INFANTGUT	14401	Ribosomal_S8	RS_GCF_002949675.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia dysenteriae
INFANTGUT	14401	Ribosomal_S8	RS_GCF_003697165.2	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
INFANTGUT	14401	Ribosomal_S8	RS_GCF_002965065.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp002965065
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000759835.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sedlakii
INFANTGUT	14401	Ribosomal_S8	RS_GCF_002249995.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri
INFANTGUT	14401	Ribosomal_S8	GB_GCA_003325215.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella diarizonae
INFANTGUT	14401	Ribosomal_S8	RS_GCF_000006945.2	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
INFANTGUT	14401	Ribosomal_S8	RS_GCF_900478215.1	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella houtenae
INFANTGUT	14401	Ribosomal_S8	CONSENSUS	97.7	232.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	None	None
INFANTGUT	803	Ribosomal_S8	GB_GCA_900066445.1	97.7	245.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066445
INFANTGUT	803	Ribosomal_S8	RS_GCF_000156075.1	98.5	245.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
INFANTGUT	803	Ribosomal_S8	RS_GCF_000614185.1	98.5	245.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
INFANTGUT	803	Ribosomal_S8	RS_GCF_000012825.1	98.5	245.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	803	Ribosomal_S8	GB_GCA_900541515.1	96.9	242.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900541515
INFANTGUT	803	Ribosomal_S8	GB_GCA_900544075.1	96.2	242.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544075
INFANTGUT	803	Ribosomal_S8	RS_GCF_000382445.1	96.2	241.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
INFANTGUT	803	Ribosomal_S8	RS_GCF_003437535.1	96.2	240.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	803	Ribosomal_S8	RS_GCF_000187895.1	96.2	240.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
INFANTGUT	803	Ribosomal_S8	GB_GCA_900066455.1	96.2	240.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900066455
INFANTGUT	803	Ribosomal_S8	GB_GCA_900546355.1	96.2	240.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546355
INFANTGUT	803	Ribosomal_S8	RS_GCF_900128455.1	96.2	240.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola mediterraneensis
INFANTGUT	803	Ribosomal_S8	RS_GCF_003477995.1	95.4	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella sp003477995
INFANTGUT	803	Ribosomal_S8	RS_GCF_900128905.1	94.6	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides luti
INFANTGUT	803	Ribosomal_S8	GB_GCA_900544675.1	95.4	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544675
INFANTGUT	803	Ribosomal_S8	RS_GCF_002161565.1	95.4	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp002161565
INFANTGUT	803	Ribosomal_S8	RS_GCF_000190575.1	95.4	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola salanitronis
INFANTGUT	803	Ribosomal_S8	RS_GCF_000374585.1	95.4	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola barnesiae
INFANTGUT	803	Ribosomal_S8	RS_GCF_900291465.1	96.2	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	CAG-462	CAG-462 sp900291465
INFANTGUT	803	Ribosomal_S8	GB_GCA_900553185.1	94.6	239.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900553185
INFANTGUT	803	Ribosomal_S8	CONSENSUS	98.5	245.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000392875.1	99.2	248.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000407145.1	96.9	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus caccae
INFANTGUT	8080	Ribosomal_S8	RS_GCF_002140715.1	96.9	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002140715
INFANTGUT	8080	Ribosomal_S8	RS_GCF_002197645.1	96.9	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus wangshanyuanii
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001730305.1	96.9	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus termitis
INFANTGUT	8080	Ribosomal_S8	RS_GCF_002174455.1	96.9	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002174455
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001730365.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus quebecensis
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001730315.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus ureilyticus
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000633635.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus crotali
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001730295.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus plantarum
INFANTGUT	8080	Ribosomal_S8	RS_GCF_002141365.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002141365
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000407165.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus haemoperoxidus
INFANTGUT	8080	Ribosomal_S8	RS_GCF_002148425.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp002148425
INFANTGUT	8080	Ribosomal_S8	GB_GCA_001465115.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus silesiacus
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000407445.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus moraviensis
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001730285.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus ureasiticus
INFANTGUT	8080	Ribosomal_S8	GB_GCA_001465345.1	96.1	244.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus rotai
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000407505.1	95.3	243.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus phoeniculicola
INFANTGUT	8080	Ribosomal_S8	RS_GCF_001742285.1	96.1	243.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus rivorum
INFANTGUT	8080	Ribosomal_S8	RS_GCF_000407565.1	96.1	242.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum
INFANTGUT	8080	Ribosomal_S8	CONSENSUS	99.2	248.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000438845.1	99.2	251.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3123	Ribosomal_S8	RS_GCF_001299635.1	98.4	249.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000449425.2	98.4	249.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3123	Ribosomal_S8	RS_GCF_900243075.1	98.4	249.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	3123	Ribosomal_S8	GB_GCA_900604495.1	96.1	246.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066495	GCA-900066495 sp900066495
INFANTGUT	3123	Ribosomal_S8	RS_GCF_002251085.2	95.3	244.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia maritimum
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000686145.1	94.6	244.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia sp000686145
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000498755.1	93.8	242.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides mangenotii
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000687955.1	93.0	241.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides mangenotii
INFANTGUT	3123	Ribosomal_S8	RS_GCF_000499525.1	93.0	240.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia dakarensis
INFANTGUT	3123	Ribosomal_S8	RS_GCF_002250835.2	93.0	240.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia weinsteinii
INFANTGUT	3123	Ribosomal_S8	RS_GCF_900103615.1	94.6	240.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia lituseburensis
INFANTGUT	3123	Ribosomal_S8	GB_GCA_900002575.1	93.0	239.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia hominis
INFANTGUT	3123	Ribosomal_S8	RS_GCF_900129815.1	93.8	239.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Asaccharospora	Asaccharospora irregularis
INFANTGUT	3123	Ribosomal_S8	RS_GCF_900106845.1	92.2	238.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis
INFANTGUT	3123	Ribosomal_S8	GB_GCA_900015215.1	92.2	238.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis
INFANTGUT	3123	Ribosomal_S8	GB_GCA_002390935.1	92.2	238.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides sp002390935
INFANTGUT	3123	Ribosomal_S8	GB_GCA_000953675.1	91.5	235.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
INFANTGUT	3123	Ribosomal_S8	GB_GCA_900066925.1	91.5	234.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066935	GCA-900066935 sp900066925
INFANTGUT	3123	Ribosomal_S8	RS_GCF_006802875.1	91.5	233.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paraclostridium	Paraclostridium bifermentans
INFANTGUT	3123	Ribosomal_S8	CONSENSUS	99.2	251.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
INFANTGUT	14400	Ribosomal_L6	GB_GCA_900446925.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
INFANTGUT	14400	Ribosomal_L6	RS_GCF_900460855.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000759835.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sedlakii
INFANTGUT	14400	Ribosomal_L6	RS_GCF_002249995.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter farmeri
INFANTGUT	14400	Ribosomal_L6	RS_GCF_003315335.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	Pseudocitrobacter faecalis
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000981805.1	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000330845.1	99.4	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	Pseudocitrobacter sp000330845
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000164865.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter lignolyticus
INFANTGUT	14400	Ribosomal_L6	RS_GCF_003023805.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera ascorbata
INFANTGUT	14400	Ribosomal_L6	RS_GCF_900198535.1	98.9	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp900198535
INFANTGUT	14400	Ribosomal_L6	RS_GCF_002918555.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter amalonaticus
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000006945.2	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
INFANTGUT	14400	Ribosomal_L6	RS_GCF_900478215.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella houtenae
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000321045.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	Phytobacter massiliensis
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000759815.1	99.4	342.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter rodentium
INFANTGUT	14400	Ribosomal_L6	RS_GCF_002269255.1	98.9	341.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000751755.1	98.9	341.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae
INFANTGUT	14400	Ribosomal_L6	GB_GCA_003325215.1	98.9	341.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella diarizonae
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000742135.1	98.9	341.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
INFANTGUT	14400	Ribosomal_L6	RS_GCF_000018625.1	98.9	340.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella arizonae
INFANTGUT	14400	Ribosomal_L6	CONSENSUS	100.0	343.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	None	None
INFANTGUT	804	Ribosomal_L6	RS_GCF_000012825.1	95.1	336.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	804	Ribosomal_L6	RS_GCF_000156075.1	94.6	334.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
INFANTGUT	804	Ribosomal_L6	RS_GCF_000382445.1	92.9	332.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis
INFANTGUT	804	Ribosomal_L6	RS_GCF_000614185.1	93.5	329.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
INFANTGUT	804	Ribosomal_L6	CONSENSUS	95.1	336.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
INFANTGUT	8079	Ribosomal_L6	RS_GCF_000392875.1	100.0	347.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
